COMUNA,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS
8107,5,4,25,7
8107,0,0,0,0
8107,*,8,50,*
8107,*,7,46,*
8107,7,10,60,4
8107,5,9,45,5
8107,8,21,154,19
8107,5,8,36,9
8107,7,10,50,5
8107,*,*,39,10
8107,10,17,102,29
8107,8,22,105,19
8107,*,*,33,10
8107,5,5,43,18
8107,5,6,53,16
8107,11,16,85,32
8107,*,*,25,8
8107,*,4,10,*
8107,21,51,312,55
8107,6,6,37,7
8107,*,*,17,*
8107,*,0,9,*
8107,0,*,15,*
8107,*,*,35,9
8107,16,14,118,27
8107,4,8,37,4
8107,11,12,163,28
8107,6,6,43,4
8107,*,9,42,*
8107,*,*,19,0
8107,72,125,644,73
8107,*,*,37,11
8107,4,11,80,9
8107,6,12,82,10
8107,9,15,152,21
8107,5,*,16,*
8107,7,5,67,15
8107,*,*,35,7
8107,25,44,239,38
8107,*,*,12,*
8107,7,11,47,15
8107,*,*,29,9
8107,*,*,13,*
8107,0,*,25,*
8107,*,*,96,29
8107,15,17,118,37
8107,*,*,12,5
8107,0,*,11,*
8107,*,*,25,12
8107,0,0,0,0
8107,4,*,34,*
8107,*,*,44,5
8107,0,*,27,*
8107,*,11,27,*
8107,*,*,31,4
8107,*,*,24,0
8107,*,*,28,*
8107,0,0,0,0
8107,4,5,41,9
8107,*,17,58,*
8107,4,11,31,0
8107,6,13,31,0
8107,16,23,55,0
8107,0,0,0,0
8107,*,14,47,*
8107,*,13,45,*
8107,7,12,45,0
8107,23,34,111,4
8107,17,20,69,4
8107,20,34,98,6
8107,4,10,31,12
8107,53,95,273,21
8107,*,7,25,*
8107,19,21,193,50
8107,5,5,49,13
8107,*,*,19,7
8107,36,60,228,12
8107,6,11,56,10
8107,*,*,26,7
8107,11,13,83,23
8107,8,10,82,12
8107,10,13,90,19
8107,*,*,60,26
8107,*,*,6,5
8107,6,7,52,12
8107,4,10,51,16
8107,*,*,50,20
8107,5,7,82,18
8107,4,7,47,8
8107,*,*,57,16
8107,9,7,77,29
8107,9,10,98,20
8107,*,0,42,*
8107,7,4,55,19
8107,*,*,35,8
8107,*,*,19,*
8107,*,*,20,13
8107,*,*,36,8
8107,*,*,24,12
8107,7,9,60,12
8107,0,0,5,4
8107,*,5,28,*
8107,*,*,22,11
8107,11,19,87,32
8107,14,8,78,28
8107,5,7,62,18
8107,8,11,121,41
8107,*,*,35,14
8107,*,*,12,4
8107,11,4,71,9
8107,*,*,23,9
8107,*,*,19,10
8107,*,0,16,*
8107,0,0,0,0
8107,22,46,179,24
8107,7,17,57,10
8107,6,5,34,4
8107,*,*,14,0
8107,0,0,6,0
8107,31,36,164,15
8107,6,6,24,4
8107,*,5,24,*
8107,4,10,55,5
8107,13,9,107,24
8107,*,6,32,*
8107,9,15,106,18
8107,6,13,54,15
8107,11,11,89,30
8107,8,11,56,15
8107,15,25,166,92
8107,77,128,574,68
8107,4,*,21,*
8107,*,12,41,*
8107,5,4,46,9
8107,5,7,47,19
8107,9,5,97,24
8107,21,25,123,34
8107,5,8,47,7
8107,6,5,34,21
8107,8,16,77,24
8107,6,7,64,20
8107,*,10,51,*
8107,*,*,62,20
8107,8,8,39,16
8107,*,*,32,17
8107,10,16,73,24
8107,*,*,20,0
8107,*,*,36,4
8107,8,7,41,13
8107,*,7,74,*
8107,5,*,30,*
8107,4,4,20,6
8107,*,*,28,17
8107,59,70,375,43
8107,*,*,14,*
8107,*,*,15,5
8107,8,16,51,10
8107,*,*,52,8
8107,9,11,63,5
8107,*,*,29,10
8107,11,10,55,8
8107,*,*,24,11
8107,43,51,241,22
8107,*,*,29,5
8107,*,0,10,*
8107,23,43,187,26
8107,14,22,110,19
8107,6,9,28,6
8107,6,4,25,9
8107,7,16,65,8
8107,*,5,42,*
8107,5,13,62,14
8107,6,4,45,5
8107,8,7,40,8
8107,7,15,66,15
8107,*,5,16,*
8107,9,20,99,19
8107,12,15,68,15
8107,9,10,46,18
8107,4,7,34,8
8107,*,*,16,*
8107,*,*,62,15
8107,0,6,57,9
8107,10,17,98,16
8107,14,16,64,10
8107,11,*,41,*
8107,4,4,45,4
8107,5,12,72,12
8107,6,14,78,12
8107,0,*,5,*
8107,13,18,109,17
8107,28,51,299,48
8107,8,14,80,12
8107,18,19,125,34
8107,12,22,117,20
8107,*,*,22,*
8107,4,8,39,13
8107,20,22,162,34
8107,4,*,26,*
8107,9,12,80,7
8107,14,19,79,23
8107,6,5,41,8
8107,6,8,33,8
8107,*,*,31,9
8107,*,15,67,*
8107,10,10,79,13
8107,*,*,35,16
8107,4,9,30,6
8107,4,10,37,8
8107,7,10,72,12
8107,*,*,39,18
8107,*,*,45,13
8107,*,*,51,17
8107,11,8,64,17
8107,5,12,53,14
8107,4,9,37,10
8107,6,8,72,12
8107,13,13,100,23
8107,*,*,64,9
8107,*,4,19,*
8107,4,8,49,5
8107,0,6,53,5
8107,10,16,139,41
8107,9,20,93,17
8107,10,14,91,27
8107,10,14,57,8
8107,18,23,160,44
8107,12,16,85,23
8107,9,12,54,7
8107,11,12,87,23
8107,*,*,51,30
8107,4,5,62,19
8107,*,*,22,14
8107,*,0,33,*
8107,*,5,17,*
8107,*,*,38,16
8107,0,*,*,14
8107,*,*,*,*
8107,0,*,29,*
8107,*,*,25,13
8107,11,6,78,20
8107,6,8,38,10
8107,7,11,45,8
8107,6,13,51,9
8107,8,8,66,15
8107,5,6,54,6
8107,21,23,102,32
8107,11,9,62,10
8107,5,5,31,15
8107,*,0,12,*
8107,*,*,27,5
8107,13,14,71,18
8107,4,10,28,4
8107,0,*,11,*
8107,7,12,81,32
8107,*,*,28,13
8107,*,*,21,5
8107,*,*,37,5
8107,6,8,39,4
8107,7,*,45,*
8107,6,7,55,0
8107,9,6,68,5
8107,15,25,107,17
8107,5,9,56,14
8107,26,38,197,48
8107,16,30,218,47
8107,17,20,154,40
8107,*,*,39,13
8107,4,7,51,19
8107,*,*,35,22
8107,5,14,42,21
8107,*,*,25,6
8107,*,*,19,6
8107,*,*,11,*
8107,5,9,45,11
8107,4,7,42,7
8107,10,10,80,24
8107,6,7,58,10
8107,14,15,113,18
8107,5,7,48,12
8107,24,21,137,18
8107,*,*,10,0
8107,*,*,17,*
8107,24,21,137,11
8107,4,9,49,6
8107,8,11,56,7
8107,6,4,35,6
8107,11,11,97,36
8107,9,15,74,11
8107,*,*,31,11
8107,9,11,65,16
8107,10,15,73,8
8107,10,14,68,6
8107,*,*,28,5
8107,5,5,50,7
8107,18,21,134,21
8107,5,10,41,5
8107,18,20,114,14
8107,4,11,51,9
8107,5,4,25,12
8107,4,4,51,13
8107,4,6,32,13
8107,*,*,47,12
8107,*,*,15,*
8107,12,14,105,21
8107,7,11,57,18
8107,9,12,93,18
8107,4,4,20,11
8107,7,12,53,18
8107,8,17,73,23
8107,31,56,202,12
8107,0,0,15,5
8107,18,26,180,51
8107,*,*,26,9
8107,*,*,44,15
8107,4,4,27,9
8107,14,13,68,12
8107,15,14,102,17
8107,8,13,81,13
8107,*,0,16,*
8107,15,33,209,61
8107,4,*,16,*
8107,*,*,*,*
8107,44,65,337,20
8107,28,39,197,12
8107,10,13,69,12
8107,4,8,58,17
8107,*,6,28,*
8107,7,9,63,15
8107,*,5,26,*
8107,0,*,*,0
8107,*,14,68,*
8107,5,17,46,5
8107,*,16,67,*
8107,*,*,27,*
8107,6,16,103,17
8107,4,10,54,10
8107,6,11,66,8
8107,0,*,24,*
8107,*,7,36,*
8107,*,*,20,*
8107,*,12,66,*
8107,*,5,26,*
8107,6,11,47,6
8107,*,*,24,6
8107,11,14,83,14
8107,6,6,40,13
8107,30,57,280,58
8107,4,6,48,8
8107,*,*,41,12
8107,5,6,47,9
8107,5,10,62,8
8107,12,14,89,7
8107,7,*,33,*
8107,7,10,62,5
8107,90,118,603,31
8107,38,42,309,21
8107,7,*,49,*
8107,103,185,731,42
8107,*,*,90,*
8107,*,*,9,*
8107,*,*,*,*
8107,0,0,*,*
8107,0,*,8,*
8107,*,*,15,*
8107,*,*,9,*
8107,4,4,28,4
8107,*,*,23,4
8107,0,0,*,*
8107,*,*,20,6
8107,*,*,9,*
8107,0,*,13,*
8107,*,4,21,*
8107,*,*,8,*
8107,*,*,14,*
8107,*,*,14,*
8107,15,29,159,42
8107,23,35,183,40
8107,4,11,81,10
8107,4,8,29,5
8107,4,7,58,14
8107,24,53,312,51
8107,6,7,28,4
8107,19,36,176,34
8107,4,9,82,18
8107,*,*,6,*
8107,7,7,49,11
8107,8,12,70,9
8107,4,11,41,8
8107,*,10,31,*
8107,*,*,39,7
8107,17,33,176,29
8107,*,*,28,9
8107,11,15,84,11
8107,27,39,231,22
8107,4,5,59,6
8107,19,*,122,*
8107,23,41,194,32
8107,8,16,80,7
8107,8,13,62,17
8107,*,*,31,8
8107,*,*,25,6
8107,*,*,42,9
8107,*,*,*,*
8107,10,11,66,7
8107,13,16,125,6
8107,*,7,29,*
8107,0,0,*,*
8107,0,*,32,*
8107,97,195,703,53
8107,18,23,125,12
8107,41,74,215,10
8107,*,7,28,*
8107,*,5,37,*
8107,4,6,27,0
8107,*,*,25,0
8107,*,*,12,0
8107,8,9,133,32
8108,39,53,315,27
8108,*,*,18,7
8108,*,*,52,14
8108,5,9,50,18
8108,6,16,64,11
8108,7,15,68,12
8108,6,7,36,7
8108,8,10,63,9
8108,*,*,17,*
8108,*,10,54,*
8108,*,7,23,*
8108,14,25,118,11
8108,10,*,45,*
8108,*,10,54,*
8108,8,14,50,0
8108,7,11,45,0
8108,8,5,66,0
8108,*,13,46,*
8108,*,13,53,*
8108,0,*,18,*
8108,*,5,44,*
8108,4,6,31,0
8108,36,52,303,71
8108,*,*,13,*
8108,*,9,26,*
8108,*,14,48,*
8108,12,17,101,22
8108,5,8,60,13
8108,*,*,60,14
8108,6,10,59,15
8108,*,*,66,18
8108,*,10,32,*
8108,6,6,46,9
8108,5,5,44,17
8108,10,12,73,18
8108,*,*,26,12
8108,8,11,67,14
8108,11,6,59,19
8108,0,0,0,0
8108,*,*,30,10
8108,7,9,46,16
8108,*,6,24,*
8108,*,*,38,9
8108,6,10,74,13
8108,5,7,61,11
8108,8,*,57,*
8108,8,13,61,18
8108,*,*,53,20
8108,7,8,58,14
8108,7,7,59,17
8108,7,10,67,19
8108,11,18,134,28
8108,10,10,57,9
8108,7,11,48,18
8108,*,*,46,16
8108,9,9,68,7
8108,6,17,55,6
8108,5,8,54,19
8108,6,8,53,12
8108,9,12,52,8
8108,7,13,47,14
8108,6,7,43,11
8108,5,13,49,17
8108,8,*,31,*
8108,*,9,38,*
8108,*,*,32,11
8108,*,*,28,14
8108,7,8,52,7
8108,6,8,47,10
8108,7,8,54,16
8108,4,15,59,13
8108,8,10,65,8
8108,8,7,61,13
8108,4,7,63,8
8108,7,10,44,22
8108,6,9,62,8
8108,9,4,50,11
8108,8,10,41,41
8108,*,*,44,15
8108,9,19,66,15
8108,5,9,42,10
8108,11,8,47,16
8108,*,*,55,14
8108,13,31,155,71
8108,*,*,73,20
8108,*,*,24,6
8108,5,13,55,10
8108,*,*,35,7
8108,0,*,39,*
8108,*,*,42,13
8108,5,9,45,8
8108,5,7,50,24
8108,*,4,26,*
8108,*,*,27,15
8108,0,*,*,0
8108,*,*,33,11
8108,8,4,31,8
8108,10,18,64,11
8108,*,*,34,18
8108,7,9,76,23
8108,*,*,23,4
8108,*,*,24,9
8108,*,*,16,11
8108,*,*,31,9
8108,0,4,22,7
8108,*,*,22,15
8108,*,*,18,10
8108,0,4,20,9
8108,5,8,47,14
8108,6,10,59,19
8108,4,15,44,18
8108,*,*,25,12
8108,5,6,32,11
8108,*,*,*,*
8108,4,7,58,23
8108,*,*,32,23
8108,4,7,33,16
8108,*,*,56,11
8108,6,7,48,9
8108,5,5,53,17
8108,9,13,65,10
8108,8,11,68,18
8108,6,7,64,14
8108,12,8,66,27
8108,*,*,36,22
8108,8,9,47,24
8108,24,27,96,22
8108,16,18,130,21
8108,4,11,52,21
8108,54,78,475,50
8108,*,*,55,17
8108,11,13,97,19
8108,11,12,58,18
8108,7,11,51,14
8108,*,11,30,*
8108,8,16,58,13
8108,*,5,30,*
8108,*,16,55,*
8108,*,8,26,*
8108,5,11,36,0
8108,*,18,73,*
8108,8,12,69,0
8108,*,24,74,*
8108,8,17,87,5
8108,*,*,12,0
8108,*,11,54,*
8108,*,20,63,*
8108,*,19,46,*
8108,*,14,58,*
8108,*,4,22,*
8108,*,4,35,*
8108,7,16,55,4
8108,*,*,41,11
8108,8,9,65,24
8108,0,*,9,*
8108,0,4,26,9
8108,13,18,131,24
8108,6,13,57,14
8108,5,7,30,8
8108,9,8,79,28
8108,4,9,54,23
8108,*,*,20,7
8108,4,14,73,18
8108,6,17,68,16
8108,15,9,117,33
8108,*,*,61,15
8108,*,*,46,18
8108,7,9,59,10
8108,9,11,46,15
8108,11,12,70,15
8108,4,10,61,14
8108,*,12,30,*
8108,6,14,79,24
8108,*,*,32,15
8108,*,*,36,11
8108,*,11,49,*
8108,*,9,35,*
8108,0,0,0,0
8108,23,36,220,43
8108,5,13,49,9
8108,*,*,67,16
8108,*,*,45,14
8108,0,*,23,*
8108,*,12,48,*
8108,13,29,88,9
8108,*,13,49,*
8108,*,16,47,*
8108,5,11,39,5
8108,7,*,39,*
8108,7,*,43,*
8108,6,12,44,4
8108,*,*,9,*
8108,0,*,*,7
8108,25,44,185,11
8108,8,20,94,16
8108,6,19,80,5
8108,*,9,49,*
8108,*,16,72,*
8108,13,24,80,4
8108,11,23,77,4
8108,*,22,78,*
8108,13,25,103,4
8108,13,24,112,11
8108,13,25,119,4
8108,9,15,100,9
8108,11,13,102,11
8108,11,19,95,7
8108,*,21,91,*
8108,*,15,96,*
8108,30,55,311,48
8108,4,10,52,7
8108,36,56,170,13
8108,*,*,38,7
8108,*,*,42,17
8108,8,8,58,10
8108,*,12,43,*
8108,*,*,21,*
8108,10,12,68,11
8108,0,*,*,0
8108,6,11,36,0
8108,*,8,41,*
8108,*,*,12,*
8108,0,0,*,*
8108,6,8,40,6
8108,*,12,26,*
8108,73,122,457,15
8108,*,23,115,*
8108,38,55,266,20
8108,9,15,75,14
8108,51,55,305,16
8108,*,6,40,*
8108,*,*,*,*
8108,*,8,39,*
8108,54,104,418,25
8108,*,*,6,0
8108,*,*,25,8
8108,6,*,17,*
8108,*,*,9,4
8108,9,11,53,11
8108,*,*,45,14
8108,*,11,55,*
8108,18,40,179,36
8108,15,13,77,17
8108,11,5,68,15
8108,*,*,67,11
8108,*,10,56,*
8108,6,7,43,10
8108,8,8,43,5
8108,5,7,52,7
8108,*,*,42,5
8108,16,6,69,7
8108,5,17,65,5
8108,9,7,40,13
8108,7,9,54,6
8108,12,14,55,13
8108,*,19,75,*
8108,11,10,49,6
8108,5,*,35,*
8108,*,*,35,7
8108,7,7,51,11
8108,4,11,52,11
8108,7,8,77,8
8108,9,8,60,7
8108,*,4,20,*
8108,*,*,8,4
8108,9,13,58,17
8108,10,11,63,7
8108,8,12,57,5
8108,7,4,39,4
8108,12,9,60,8
8108,11,13,78,10
8108,11,15,78,5
8108,*,*,38,10
8108,4,7,61,8
8108,4,7,53,7
8108,13,8,54,5
8108,11,8,58,7
8108,8,12,47,7
8108,*,*,13,*
8108,7,11,48,6
8108,6,11,60,14
8108,9,9,58,14
8108,7,9,47,14
8108,8,5,41,12
8108,6,12,67,5
8108,4,4,38,9
8108,6,16,59,9
8108,*,16,55,*
8108,7,4,39,9
8108,8,9,75,11
8108,*,10,55,*
8108,5,11,35,10
8108,*,*,30,6
8108,5,4,55,13
8108,7,10,35,8
8108,7,9,54,15
8108,*,*,42,12
8108,*,*,36,12
8108,6,6,47,13
8108,4,7,53,9
8108,6,6,45,9
8108,7,*,49,*
8108,0,0,0,0
8108,7,10,62,7
8108,6,4,16,5
8108,6,8,45,6
8108,7,9,41,9
8108,10,11,52,9
8108,7,4,38,4
8108,0,0,*,*
8108,0,*,15,*
8108,25,*,*,36
8108,0,*,13,*
8108,77,63,385,20
8108,101,161,981,73
8108,45,66,392,41
8108,29,53,189,9
8108,5,10,48,0
8108,*,9,44,*
8108,*,*,22,0
8108,10,9,43,4
8108,*,*,16,0
8108,*,12,45,*
8108,*,13,34,*
8108,*,*,16,*
8108,0,0,0,0
8108,*,*,*,*
8108,*,14,45,*
8108,*,14,47,*
8108,*,7,18,*
8108,*,23,39,*
8108,108,158,475,14
8108,0,0,0,0
8108,*,*,18,4
8108,*,13,60,*
8108,8,18,63,9
8108,*,8,28,*
8108,*,27,69,*
8108,*,19,45,*
8108,*,18,63,*
8108,*,15,45,*
8108,*,7,44,*
8108,16,28,51,0
8108,16,22,46,4
8108,7,11,43,4
8108,*,7,18,*
8108,13,29,70,0
8108,7,9,19,0
8108,*,21,52,*
8108,*,17,54,*
8108,*,*,24,0
8108,*,*,14,*
8108,8,6,25,0
8108,8,16,35,0
8108,12,12,30,0
8108,*,18,33,*
8108,9,12,31,0
8108,*,7,31,*
8108,*,*,22,0
8108,*,0,*,0
8108,*,*,21,0
8108,8,18,50,0
8108,41,89,265,31
8108,*,*,34,7
8108,44,58,272,10
8108,21,19,74,4
8108,*,21,72,*
8108,20,46,149,6
8108,15,17,77,12
8108,*,12,53,*
8108,11,23,67,4
8108,*,10,39,*
8108,*,10,74,*
8108,9,15,70,4
8108,8,13,50,4
8108,27,31,127,8
8108,8,*,35,*
8108,12,8,37,0
8108,10,7,74,5
8108,7,8,58,6
8108,7,9,36,6
8108,11,9,55,7
8108,9,5,52,5
8108,*,5,23,*
8108,*,12,40,*
8108,*,7,62,*
8108,6,7,20,0
8108,4,8,46,5
8108,*,*,30,6
8108,9,8,42,9
8108,*,*,39,15
8108,*,6,25,*
8108,7,9,71,6
8108,*,*,33,6
8108,7,13,68,11
8108,10,12,57,9
8108,14,9,43,5
8108,*,7,32,*
8108,*,*,28,5
8108,6,4,26,13
8108,10,10,44,6
8108,13,9,60,0
8108,13,20,58,4
8108,6,13,59,7
8108,10,16,68,12
8108,5,0,26,6
8108,8,9,47,6
8108,*,18,64,*
8108,8,11,54,12
8108,*,*,21,7
8108,*,*,52,11
8108,*,*,25,*
8108,*,11,24,*
8108,7,9,46,6
8108,*,8,22,*
8108,*,*,11,0
8108,*,*,16,*
8108,9,4,61,4
8108,0,*,19,*
8108,*,*,*,*
8108,*,0,*,0
8108,4,10,49,5
8108,*,9,48,*
8108,*,6,54,*
8108,8,11,43,5
8108,5,9,41,7
8108,13,13,83,12
8108,6,6,48,4
8108,11,20,82,11
8108,*,*,12,6
8108,*,*,23,7
8108,*,*,22,*
8108,*,8,23,*
8108,*,*,37,9
8108,*,*,14,4
8108,*,12,23,*
8108,19,24,98,7
8108,30,48,162,4
8108,*,11,42,*
8108,22,28,139,23
8108,19,22,131,14
8108,17,22,109,10
8108,12,11,48,7
8108,12,7,52,10
8108,79,53,310,28
8108,105,207,684,60
8108,4,12,57,10
8108,*,*,44,8
8108,26,38,207,26
8108,24,29,188,17
8108,*,5,*,0
8108,59,61,233,8
8108,50,65,315,10
8108,49,46,216,8
8108,*,10,31,*
8108,7,8,26,0
8108,7,*,30,*
8108,77,40,267,11
8108,134,136,779,28
8108,*,*,16,0
8108,*,0,*,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,17,*,66,*
8108,5,*,18,*
8108,*,*,12,0
8108,*,4,9,*
8108,120,133,563,28
8108,58,124,437,16
8108,*,*,29,0
8108,*,7,32,*
8108,6,9,36,0
8108,*,10,35,*
8108,*,8,37,*
8108,60,98,413,24
8108,56,72,286,15
8108,46,42,245,13
8108,49,120,510,21
8108,58,104,422,26
8108,61,110,443,32
8108,35,52,302,16
8108,*,7,28,*
8108,46,90,353,17
8108,4,4,19,7
8108,30,48,259,12
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,*,5,31,*
8108,*,*,22,5
8108,22,39,163,11
8108,*,*,19,0
8108,6,5,34,4
8108,5,7,38,9
8108,*,6,34,*
8108,*,*,39,12
8108,*,5,28,*
8108,*,12,33,*
8108,8,20,85,9
8108,11,18,90,14
8108,6,9,84,14
8108,*,14,38,*
8108,12,12,68,9
8108,*,*,41,8
8108,21,38,106,4
8108,46,65,304,10
8108,*,13,37,*
8108,*,14,70,*
8108,*,*,*,*
8108,43,64,275,12
8108,29,51,206,15
8108,0,0,*,*
8108,*,*,43,12
8108,31,52,179,22
8108,35,51,207,15
8108,0,0,0,0
8108,*,*,13,*
8108,44,43,303,59
8108,*,*,8,*
8108,9,19,103,5
8108,*,17,96,*
8108,*,*,20,10
8108,*,*,13,0
8108,*,7,32,*
8108,57,78,320,21
8108,50,102,307,19
8108,7,17,45,5
8108,7,15,81,7
8108,*,21,66,*
8108,50,71,332,19
8108,*,*,16,0
8108,68,101,386,13
8108,28,44,172,7
8108,*,46,159,*
8108,13,35,161,12
8108,*,6,34,*
8108,22,33,163,10
8108,20,38,194,11
8108,19,46,170,20
8108,*,8,34,*
8108,12,*,56,*
8108,13,19,77,5
8108,*,10,33,*
8108,*,*,30,6
8108,5,5,56,9
8108,50,69,420,40
8108,25,37,184,8
8108,90,110,503,26
8108,6,15,57,4
8108,*,8,37,*
8108,*,4,23,*
8108,*,5,24,*
8108,7,10,29,5
8108,*,*,14,*
8108,*,*,11,9
8108,8,8,49,14
8108,*,*,44,9
8108,*,*,17,9
8108,4,*,25,*
8108,10,14,48,11
8108,*,7,47,*
8108,*,*,31,10
8108,*,*,14,*
8108,*,*,29,7
8108,6,6,41,9
8108,4,9,30,6
8108,45,49,276,36
8108,33,61,334,76
8108,*,9,50,*
8108,*,*,68,12
8108,38,56,224,11
8108,*,7,33,*
8108,*,6,19,*
8108,36,35,312,30
8108,20,24,228,19
8108,13,23,185,26
8108,0,*,12,*
8108,26,29,212,23
8108,19,14,78,8
8108,*,*,17,4
8108,11,37,126,11
8108,*,*,24,12
8108,*,*,46,15
8108,*,*,16,0
8108,6,24,65,12
8108,*,*,51,7
8108,*,0,20,*
8108,0,0,10,9
8108,*,*,17,5
8108,0,9,32,14
8108,4,4,45,14
8108,*,*,17,5
8108,*,*,11,5
8108,*,*,34,11
8108,0,*,24,*
8108,*,*,50,12
8108,*,*,40,14
8108,*,*,38,14
8108,*,*,33,19
8108,*,*,10,8
8108,*,*,13,7
8108,0,*,9,*
8108,0,*,*,11
8108,0,0,15,10
8108,*,*,35,7
8108,*,*,32,13
8108,*,*,20,0
8108,0,*,*,0
8108,*,0,*,0
8108,*,*,44,14
8108,0,0,0,0
8108,0,*,24,*
8108,0,4,61,4
8108,0,7,49,9
8108,0,*,20,*
8108,*,12,55,*
8108,7,13,131,13
8108,7,20,112,19
8108,6,*,19,*
8108,*,*,18,12
8108,*,*,22,*
8108,*,*,24,18
8108,*,*,61,25
8108,*,*,15,*
8108,0,*,7,*
8108,0,*,25,*
8108,*,*,10,4
8108,*,0,7,*
8108,*,0,*,6
8108,0,*,12,*
8108,*,*,42,16
8108,*,*,50,13
8108,*,*,45,14
8108,0,5,38,14
8108,*,*,25,13
8108,0,0,8,8
8108,0,*,45,*
8108,*,*,55,29
8108,*,*,26,*
8108,10,10,77,10
8108,*,*,19,5
8108,0,*,14,*
8108,*,*,41,15
8108,0,0,*,*
8108,*,*,25,19
8108,0,0,0,0
8108,0,*,14,*
8108,0,0,21,8
8108,*,*,10,6
8108,0,*,15,*
8108,*,*,60,16
8108,*,*,20,6
8108,*,*,28,13
8108,0,*,26,*
8108,*,*,31,9
8108,*,*,20,12
8108,*,*,14,5
8108,*,0,*,11
8108,*,4,11,*
8108,0,*,10,*
8108,0,*,15,*
8108,*,0,11,*
8108,*,*,13,9
8108,0,*,11,*
8108,*,*,25,10
8108,*,*,37,12
8108,0,*,21,*
8108,*,0,10,*
8108,*,*,36,4
8108,*,*,27,8
8108,*,*,20,12
8108,4,5,37,7
8108,*,*,14,10
8108,*,0,28,*
8108,*,0,13,*
8108,0,*,18,*
8108,4,4,45,21
8108,*,*,35,13
8108,*,*,33,10
8108,*,*,22,10
8108,0,4,26,20
8108,*,*,56,14
8108,*,*,26,13
8108,*,*,19,11
8108,*,*,17,9
8108,0,*,17,*
8108,*,*,23,13
8108,0,*,13,*
8108,0,0,*,*
8108,*,*,36,13
8108,*,*,26,15
8108,*,*,9,*
8108,0,*,19,*
8108,*,*,46,9
8108,0,*,13,*
8108,0,4,8,8
8108,*,*,13,4
8108,*,*,25,10
8108,*,*,34,15
8108,*,*,47,23
8108,8,7,42,7
8108,6,6,50,11
8108,*,*,32,17
8108,7,9,83,30
8108,*,*,54,19
8108,*,*,13,4
8108,4,6,28,8
8108,0,*,14,*
8108,0,*,19,*
8108,*,*,27,12
8108,4,0,16,9
8108,*,*,30,20
8108,*,*,34,21
8108,0,0,29,9
8108,*,*,27,13
8108,5,6,53,15
8108,0,*,10,*
8108,*,*,29,5
8108,0,4,23,5
8108,0,*,47,*
8108,10,8,80,25
8108,*,*,34,4
8108,0,*,24,*
8108,0,5,*,*
8108,*,*,46,18
8108,*,*,8,*
8108,*,*,23,5
8108,*,*,15,4
8108,*,0,24,*
8108,*,*,31,15
8108,7,10,61,13
8108,*,*,34,9
8108,0,0,17,9
8108,53,96,341,33
8108,49,86,299,11
8108,*,8,20,*
8108,*,*,28,0
8108,11,*,24,*
8108,49,110,343,13
8108,*,6,12,*
8108,0,7,11,0
8108,5,7,25,4
8108,*,*,17,*
8108,57,71,304,16
8108,*,8,18,*
8108,*,*,16,0
8108,61,149,454,26
8108,52,70,252,11
8108,*,11,24,*
8108,*,6,18,*
8108,*,9,31,*
8108,0,*,25,*
8108,11,14,126,46
8108,5,9,70,10
8108,*,*,37,22
8108,*,*,30,8
8108,5,12,44,20
8108,5,9,36,18
8108,*,*,63,22
8108,*,*,29,9
8108,4,6,37,10
8108,4,5,40,8
8108,*,*,27,8
8108,*,*,36,9
8108,7,4,40,14
8108,*,*,29,17
8108,*,*,27,9
8108,*,*,47,12
8108,10,13,108,25
8108,4,4,41,11
8108,*,*,47,21
8108,0,*,26,*
8108,5,7,49,21
8108,*,*,49,22
8108,15,24,160,65
8108,56,129,625,128
8108,0,*,37,*
8108,5,7,34,10
8108,14,21,192,31
8108,*,*,19,*
8108,14,15,112,25
8108,*,*,7,8
8108,*,*,48,23
8108,*,*,47,26
8108,6,9,46,26
8108,*,*,33,17
8108,*,*,12,5
8108,47,90,452,60
8108,*,*,63,17
8108,152,241,1451,190
8108,*,8,31,*
8108,*,4,18,*
8108,128,271,1363,191
8108,12,*,105,*
8108,42,35,289,52
8108,39,66,413,62
8108,12,15,162,31
8108,20,33,249,31
8108,21,32,310,51
8108,4,7,42,15
8108,37,35,476,49
8108,0,*,12,*
8108,5,6,57,14
8108,*,*,56,13
8108,4,8,33,12
8108,6,4,73,19
8108,*,*,32,12
8108,*,0,17,*
8108,0,*,22,*
8108,*,*,19,15
8108,*,*,19,10
8108,*,*,21,8
8108,*,8,55,*
8108,*,*,30,0
8108,0,*,6,*
8108,0,*,*,0
8108,*,*,13,6
8108,0,*,*,0
8108,*,0,5,*
8108,0,*,10,*
8108,5,10,61,0
8108,*,10,58,*
8108,*,6,42,*
8108,21,35,175,21
8108,36,46,256,63
8108,4,5,37,10
8108,*,*,24,20
8108,*,*,32,13
8108,11,11,97,34
8108,*,*,48,14
