COMUNA,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS
7301,9,17,143,36
7301,0,0,9,8
7301,0,6,17,6
7301,23,42,415,74
7301,*,*,31,8
7301,*,*,13,12
7301,0,4,30,15
7301,5,6,46,10
7301,*,*,24,11
7301,*,*,30,14
7301,*,*,16,13
7301,9,6,81,20
7301,*,*,62,36
7301,*,*,28,7
7301,*,*,46,31
7301,0,0,8,6
7301,36,66,304,42
7301,13,5,102,28
7301,*,*,56,13
7301,*,*,47,12
7301,*,*,28,15
7301,*,*,30,15
7301,*,*,40,10
7301,0,*,29,*
7301,4,5,43,17
7301,*,*,27,16
7301,*,*,23,8
7301,4,11,25,0
7301,*,*,42,9
7301,*,*,43,12
7301,*,*,24,17
7301,4,6,24,7
7301,*,*,31,15
7301,*,*,31,16
7301,4,4,40,12
7301,*,8,32,*
7301,12,12,60,4
7301,*,*,91,37
7301,*,*,8,*
7301,*,*,24,6
7301,*,*,10,*
7301,0,6,31,8
7301,0,0,14,5
7301,0,0,8,5
7301,*,*,19,6
7301,*,*,11,0
7301,0,*,16,*
7301,*,*,6,6
7301,*,*,22,8
7301,*,4,22,*
7301,*,*,20,9
7301,0,0,0,0
7301,*,*,24,6
7301,*,*,26,4
7301,5,*,26,*
7301,4,*,16,*
7301,29,56,355,29
7301,13,19,130,52
7301,*,*,16,7
7301,*,*,32,8
7301,5,4,48,12
7301,22,40,252,49
7301,4,18,59,4
7301,11,18,59,4
7301,*,*,11,0
7301,*,0,31,*
7301,5,5,34,10
7301,*,*,37,9
7301,*,*,25,9
7301,9,4,42,13
7301,*,32,86,*
7301,4,4,35,8
7301,*,*,36,17
7301,4,4,27,4
7301,*,*,39,12
7301,*,13,32,*
7301,*,*,40,4
7301,*,*,42,9
7301,*,*,37,15
7301,*,*,35,12
7301,*,*,35,9
7301,*,*,21,7
7301,6,10,63,22
7301,8,4,47,12
7301,0,4,31,10
7301,*,*,36,10
7301,5,7,43,17
7301,*,*,30,11
7301,*,*,21,10
7301,*,*,41,11
7301,4,4,25,4
7301,*,*,34,12
7301,*,*,30,6
7301,*,*,15,10
7301,*,*,33,12
7301,4,7,22,13
7301,*,*,24,7
7301,*,*,19,10
7301,*,*,22,12
7301,4,5,33,7
7301,4,5,25,9
7301,*,*,11,13
7301,*,*,33,20
7301,0,*,23,*
7301,*,*,24,12
7301,*,*,19,7
7301,*,*,9,7
7301,*,*,28,6
7301,7,9,51,14
7301,*,*,49,5
7301,*,*,46,20
7301,*,*,25,9
7301,5,6,33,10
7301,*,*,26,6
7301,*,*,26,7
7301,*,*,42,6
7301,4,4,18,4
7301,*,6,20,*
7301,*,*,30,4
7301,*,*,13,5
7301,7,7,44,6
7301,*,*,22,4
7301,*,*,22,6
7301,*,*,32,6
7301,*,*,32,10
7301,*,*,20,7
7301,*,*,30,12
7301,*,*,12,7
7301,0,*,10,*
7301,*,*,12,4
7301,*,0,9,*
7301,0,0,9,5
7301,8,13,99,28
7301,12,21,115,31
7301,*,*,51,18
7301,81,94,468,141
7301,5,4,58,27
7301,*,*,72,26
7301,5,4,32,18
7301,*,*,22,11
7301,4,12,29,13
7301,0,0,7,5
7301,14,*,56,*
7301,17,31,193,34
7301,4,12,65,81
7301,7,17,51,12
7301,*,*,39,9
7301,4,14,72,4
7301,7,8,44,14
7301,*,*,21,8
7301,*,*,12,10
7301,45,97,399,109
7301,*,8,28,*
7301,*,*,27,15
7301,0,*,22,*
7301,6,4,73,29
7301,*,*,54,13
7301,*,*,15,*
7301,*,0,21,*
7301,0,0,19,4
7301,*,*,16,8
7301,*,*,27,9
7301,*,*,20,*
7301,*,*,19,4
7301,*,*,21,6
7301,*,*,17,7
7301,*,*,38,17
7301,*,*,13,*
7301,*,*,21,9
7301,*,0,22,*
7301,*,*,62,25
7301,0,*,20,*
7301,4,7,57,10
7301,31,43,135,11
7301,*,*,17,*
7301,*,4,24,*
7301,7,4,33,0
7301,*,4,16,*
7301,*,8,31,*
7301,*,5,14,*
7301,*,23,87,*
7301,17,14,77,9
7301,*,*,*,*
7301,0,*,*,7
7301,*,*,28,13
7301,9,9,56,44
7301,0,*,9,*
7301,*,*,19,5
7301,*,0,10,*
7301,0,*,16,*
7301,16,24,802,71
7301,*,*,27,*
7301,0,*,16,*
7301,5,4,68,29
7301,*,*,31,17
7301,*,*,69,16
7301,0,*,13,*
7301,*,*,19,6
7301,0,*,12,*
7301,14,17,149,39
7301,*,*,23,8
7301,0,0,0,0
7301,0,*,24,*
7301,0,0,19,5
7301,*,*,28,38
7301,*,0,18,*
7301,*,*,32,14
7301,4,7,36,10
7301,5,7,41,13
7301,11,11,109,19
7301,*,*,33,22
7301,*,0,25,*
7301,6,11,89,28
7301,*,*,54,24
7301,0,5,15,4
7301,*,*,22,8
7301,24,52,152,12
7301,20,30,275,23
7301,6,*,36,*
7301,*,*,39,11
7301,*,*,43,10
7301,*,*,36,11
7301,*,*,40,6
7301,6,8,52,6
7301,*,*,55,10
7301,*,*,65,10
7301,*,*,62,13
7301,103,204,891,226
7301,*,*,73,11
7301,*,*,53,6
7301,4,8,58,7
7301,*,*,53,6
7301,*,*,45,13
7301,*,12,51,*
7301,11,12,88,6
7301,4,6,50,11
7301,*,*,19,7
7301,0,0,15,24
7301,4,6,28,26
7301,4,6,37,18
7301,*,0,22,*
7301,*,*,18,12
7301,*,*,21,18
7301,*,0,25,*
7301,*,0,10,*
7301,5,9,92,31
7301,*,*,23,14
7301,4,6,32,24
7301,*,*,62,21
7301,0,*,20,*
7301,7,9,78,12
7301,19,36,190,21
7301,8,14,90,6
7301,0,*,*,4
7301,11,20,91,6
7301,5,11,94,8
7301,*,4,27,*
7301,*,10,55,*
7301,7,11,110,10
7301,6,15,76,14
7301,*,*,62,7
7301,6,14,72,9
7301,0,*,11,*
7301,14,15,101,10
7301,11,20,103,13
7301,*,13,77,*
7301,*,5,17,*
7301,0,*,*,0
7301,*,6,31,*
7301,0,0,20,6
7301,*,0,69,*
7301,*,9,29,*
7301,*,*,22,*
7301,*,6,39,*
7301,*,4,32,*
7301,*,7,25,*
7301,*,*,36,*
7301,9,18,92,7
7301,4,5,47,9
7301,*,*,47,7
7301,7,4,50,7
7301,7,4,49,7
7301,*,*,44,5
7301,*,*,20,0
7301,*,8,57,*
7301,*,*,14,4
7301,*,14,73,*
7301,*,9,68,*
7301,4,9,48,5
7301,*,6,38,*
7301,*,8,54,*
7301,*,6,51,*
7301,*,*,32,*
7301,0,*,12,*
7301,*,13,61,*
7301,*,*,54,7
7301,6,7,50,5
7301,0,11,33,6
7301,*,*,15,*
7301,12,31,191,23
7301,10,20,73,10
7301,*,15,87,*
7301,4,19,88,5
7301,9,14,85,5
7301,*,12,81,*
7301,11,*,44,*
7301,7,15,101,11
7301,*,11,35,*
7301,*,*,47,*
7301,5,6,48,0
7301,*,6,48,*
7301,*,6,39,*
7301,6,6,33,7
7301,0,4,37,6
7301,10,20,136,11
7301,*,*,21,0
7301,*,12,34,*
7301,*,*,32,*
7301,*,4,48,*
7301,0,0,37,4
7301,*,4,30,*
7301,4,6,35,5
7301,*,*,35,4
7301,9,15,117,21
7301,8,9,76,5
7301,*,*,65,10
7301,6,7,61,7
7301,7,9,70,7
7301,*,*,35,*
7301,0,0,28,13
7301,*,*,13,6
7301,40,56,219,8
7301,19,22,159,4
7301,*,10,58,*
7301,*,4,47,*
7301,*,7,50,*
7301,*,11,43,*
7301,12,12,66,0
7301,*,6,18,*
7301,*,11,34,*
7301,*,*,8,0
7301,*,8,40,*
7301,12,14,69,4
7301,*,25,81,*
7301,*,18,48,*
7301,*,13,34,*
7301,8,19,76,5
7301,*,8,53,*
7301,6,14,51,0
7301,5,10,37,5
7301,6,18,52,6
7301,8,11,51,6
7301,26,43,270,19
7301,*,25,98,*
7301,*,17,76,*
7301,38,67,246,10
7301,13,24,84,4
7301,*,23,72,*
7301,*,10,48,*
7301,*,19,77,*
7301,*,22,87,*
7301,*,16,80,*
7301,*,8,71,*
7301,*,*,39,0
7301,*,*,26,0
7301,*,11,64,*
7301,10,14,56,0
7301,*,13,69,*
7301,*,10,25,*
7301,4,6,34,5
7301,7,*,34,*
7301,*,10,25,*
7301,*,6,24,*
7301,*,6,19,*
7301,0,0,0,0
7301,*,*,12,*
7301,7,6,23,9
7301,*,0,16,*
7301,*,7,15,*
7301,13,*,68,*
7301,*,13,74,*
7301,*,18,69,*
7301,13,15,86,5
7301,*,14,54,*
7301,*,8,41,*
7301,*,4,23,*
7301,*,7,33,*
7301,11,8,66,4
7301,8,8,79,5
7301,30,45,229,10
7301,*,10,46,*
7301,*,5,41,*
7301,*,8,35,*
7301,*,5,48,*
7301,*,0,34,*
7301,*,7,39,*
7301,0,*,13,*
7301,*,*,35,4
7301,5,*,33,*
7301,*,8,26,*
7301,*,7,34,*
7301,46,42,294,26
7301,*,4,20,*
7301,0,*,19,*
7301,*,*,31,5
7301,*,7,28,*
7301,*,*,29,5
7301,10,23,77,0
7301,*,16,88,*
7301,5,*,38,*
7301,10,6,29,6
7301,*,*,27,4
7301,7,6,90,11
7301,5,7,74,4
7301,*,15,68,*
7301,9,12,71,8
7301,*,22,82,*
7301,8,17,106,8
7301,*,10,62,*
7301,18,23,111,13
7301,*,25,136,*
7301,*,16,79,*
7301,*,28,70,*
7301,20,29,169,23
7301,*,*,27,7
7301,*,*,43,17
7301,*,*,15,*
7301,16,43,164,9
7301,*,*,20,0
7301,*,*,24,0
7301,4,6,21,0
7301,*,10,61,*
7301,8,18,89,5
7301,*,*,29,0
7301,6,13,71,8
7301,5,9,81,6
7301,9,14,84,9
7301,*,11,87,*
7301,*,22,94,*
7301,8,14,99,10
7301,8,15,74,4
7301,*,5,68,*
7301,5,20,90,8
7301,6,9,72,8
7301,5,12,83,5
7301,4,17,81,8
7301,5,13,57,8
7301,7,15,86,8
7301,*,22,76,*
7301,*,21,88,*
7301,16,23,127,8
7301,5,9,69,5
7301,6,14,72,8
7301,21,20,198,29
7301,*,7,50,*
7301,*,4,41,*
7301,0,*,14,*
7301,*,*,*,*
7301,*,*,29,0
7301,0,0,*,*
7301,11,15,94,5
7301,0,*,30,*
7301,15,21,96,5
7301,*,13,79,*
7301,6,8,70,7
7301,*,7,63,*
7301,*,7,98,*
7301,*,*,20,*
7301,*,18,94,*
7301,6,15,75,8
7301,6,8,56,5
7301,0,*,16,*
7301,*,*,16,*
7301,4,12,44,4
7301,*,14,74,*
7301,8,24,68,4
7301,6,15,45,5
7301,0,11,46,0
7301,*,23,77,*
7301,13,17,87,6
7301,*,10,44,*
7301,*,*,20,0
7301,5,19,90,9
7301,*,12,52,*
7301,6,11,44,0
7301,*,*,*,*
7301,7,22,66,5
7301,*,19,56,*
7301,8,11,52,5
7301,10,14,71,0
7301,6,10,38,8
7301,*,6,23,*
7301,4,*,20,*
7301,*,*,30,0
7301,*,*,28,0
7301,*,5,22,*
7301,*,*,29,0
7301,*,*,16,*
7301,*,23,66,*
7301,19,30,116,9
7301,5,7,29,0
7301,*,9,42,*
7301,*,*,38,0
7301,*,6,34,*
7301,*,21,61,*
7301,*,23,90,*
7301,6,11,42,4
7301,*,21,97,*
7301,*,13,93,*
7301,11,26,91,0
7301,6,10,71,5
7301,*,*,19,*
7301,4,7,69,4
7301,*,14,83,*
7301,9,16,92,8
7301,8,17,90,9
7301,*,22,78,*
7301,*,7,25,*
7301,*,0,*,0
7301,8,16,72,12
7301,*,24,78,*
7301,*,8,29,*
7301,6,20,41,0
7301,0,*,9,*
7301,*,*,20,9
7301,7,15,92,26
7301,8,4,52,18
7301,*,*,45,16
7301,*,5,43,*
7301,11,26,84,11
7301,10,9,35,0
7301,*,10,33,*
7301,20,*,68,*
7301,*,8,22,*
7301,7,8,47,9
7301,5,*,19,*
7301,*,19,50,*
7301,12,7,38,0
7301,*,4,41,*
7301,26,28,152,14
7301,7,*,46,*
7301,21,35,141,15
7301,6,7,63,14
7301,*,*,38,9
7301,*,7,38,*
7301,*,0,19,*
7301,8,16,98,16
7301,10,20,121,11
7301,4,5,47,10
7301,16,32,242,54
7301,*,*,47,12
7301,*,0,8,*
7301,11,16,144,34
7301,*,*,9,0
7301,*,*,43,*
7301,*,*,27,7
7301,*,*,15,6
7301,35,41,357,9
7301,6,12,54,8
7301,0,*,12,*
7301,*,4,40,*
7301,*,*,50,8
7301,9,17,99,29
7301,22,20,174,33
7301,17,42,122,10
7301,0,0,5,13
7301,0,*,*,21
7301,4,11,80,10
7301,*,23,86,*
7301,*,21,116,*
7301,11,22,115,5
7301,9,20,50,4
7301,*,7,62,*
7301,*,*,10,*
7301,*,14,69,*
7301,13,19,70,0
7301,*,7,74,*
7301,8,*,58,*
7301,*,17,64,*
7301,*,13,71,*
7301,*,*,12,0
7301,*,*,38,0
7301,*,*,17,0
7301,*,*,33,0
7301,*,14,83,*
7301,6,8,50,4
7301,5,13,48,7
7301,*,16,56,*
7301,*,*,17,0
7301,*,*,*,*
7301,12,15,59,4
7301,*,*,25,0
7301,6,*,32,*
7301,*,5,25,*
7301,*,5,14,*
7301,*,21,137,*
7301,*,*,27,7
7301,0,*,7,*
7301,0,0,6,4
7301,*,*,28,7
7301,*,*,23,9
7301,*,*,285,66
7301,*,*,70,21
7301,*,*,27,11
7301,*,*,36,12
7301,*,*,19,6
7301,*,*,29,4
7301,*,7,21,*
7301,*,*,*,*
7301,0,*,16,*
7301,*,*,32,8
7301,*,*,15,*
7301,7,13,82,37
7301,*,*,17,*
7301,*,*,35,5
7301,0,*,*,0
7301,*,*,46,12
7301,*,5,13,*
7301,*,*,27,6
7301,23,39,284,84
7301,*,*,16,*
7301,0,*,*,0
7301,*,*,47,14
7301,*,8,*,13
7301,*,0,22,*
7301,*,9,35,*
7301,7,13,38,5
7301,8,12,54,0
7301,8,18,47,7
7301,17,16,79,4
7301,17,37,89,7
7301,18,18,80,7
7301,*,9,45,*
7301,17,*,54,*
7301,50,37,158,4
7301,24,39,109,8
7301,*,12,34,*
7301,19,33,121,10
7301,8,26,74,5
7301,*,23,87,*
7301,12,9,38,6
7301,15,31,147,34
7301,30,30,140,5
7301,12,22,76,10
7301,26,24,131,7
7301,93,191,727,83
7301,*,*,39,11
7301,0,*,32,*
7301,*,*,17,7
7301,*,*,11,6
7301,0,0,15,4
7301,*,9,35,*
7301,11,16,96,20
7301,*,*,38,21
7301,*,*,30,7
7301,4,4,18,11
7301,5,6,27,8
7301,*,*,10,6
7301,*,*,14,14
7301,*,5,28,*
7301,0,*,21,*
7301,*,9,34,*
7301,*,6,19,*
7301,*,*,*,*
7301,*,6,20,*
7301,*,*,23,0
7301,54,50,251,13
7301,16,*,52,*
7301,39,31,239,27
7301,0,0,0,0
7301,0,0,0,0
7301,15,*,71,*
7301,*,*,10,0
7301,*,*,20,0
7301,4,5,30,0
7301,*,*,20,5
7301,*,*,47,0
7301,*,*,21,*
7301,*,*,21,0
7301,*,6,20,*
7301,6,*,39,*
7301,5,5,56,23
7301,4,11,83,25
7301,21,36,117,18
7301,17,13,100,29
7301,*,6,32,*
7301,*,9,44,*
7301,*,5,16,*
7301,*,10,27,*
7301,5,5,39,11
7301,0,*,12,*
7301,*,6,24,*
7301,25,35,211,49
7301,6,6,32,0
7301,7,7,33,4
7301,*,0,*,0
7301,*,10,34,*
7301,6,18,96,23
7301,9,6,65,10
7301,*,*,51,13
7301,*,9,36,*
7301,*,*,61,9
7301,5,9,52,8
7301,4,5,67,12
7301,4,7,66,8
7301,5,4,35,4
7301,32,45,339,32
7301,6,7,41,9
7301,28,27,278,49
7301,7,5,32,12
7301,*,7,37,*
7301,6,9,60,14
7301,5,4,47,11
7301,4,8,37,9
7301,4,10,43,16
7301,*,*,43,10
7301,*,*,62,15
7301,*,*,47,14
7301,4,10,49,7
7301,5,7,52,7
7301,*,*,27,7
7301,*,5,32,*
7301,*,*,33,5
7301,6,8,46,10
7301,*,*,40,6
7301,4,9,31,5
7301,*,18,89,*
7301,5,7,47,8
7301,*,*,18,5
7301,*,*,25,*
7301,32,58,342,98
7301,*,*,27,0
7301,*,*,16,4
7301,4,12,92,40
7301,*,*,30,11
7301,0,4,35,5
7301,*,*,35,12
7301,*,*,33,6
7301,*,5,33,*
7301,*,9,39,*
7301,*,0,29,*
7301,4,4,43,10
7301,7,21,78,12
7301,4,8,101,18
7301,*,9,34,*
7301,*,8,27,*
7301,6,5,70,28
7301,0,0,17,19
7301,0,*,*,15
7301,5,14,72,20
7301,7,19,77,25
7301,4,5,23,22
7301,*,*,22,0
7301,*,*,19,15
7301,*,*,29,10
7301,6,15,84,35
7301,*,*,45,13
7301,4,9,61,13
7301,*,*,25,12
7301,7,9,43,24
7301,12,25,142,42
7301,*,*,34,11
7301,*,14,38,*
7301,*,*,23,21
7301,6,7,23,9
7301,0,4,33,8
7301,*,*,*,*
7301,0,*,12,*
7301,0,*,10,*
7301,*,*,55,17
7301,*,*,16,7
7301,0,5,37,7
7301,*,*,28,6
7301,*,8,43,*
7301,*,*,33,*
7301,*,*,30,7
7301,7,0,23,17
7301,78,94,354,8
7301,*,6,25,*
7301,6,*,30,*
7301,*,*,25,5
7301,*,*,16,5
7301,6,10,57,12
7301,5,18,82,12
7301,*,12,58,*
7301,*,6,28,*
7301,*,5,25,*
7301,0,0,*,*
7301,4,*,24,*
7301,*,*,29,7
7301,*,*,24,7
7301,5,*,40,*
7301,*,*,35,6
7301,*,7,35,*
7301,4,*,33,*
7301,0,*,31,*
7301,*,*,42,9
7301,4,9,53,10
7301,7,8,26,4
7301,*,*,15,*
7301,16,13,77,5
7301,4,9,47,5
7301,*,22,102,*
7301,*,22,95,*
7301,10,20,92,6
7301,20,23,89,6
7301,11,15,59,6
7301,*,*,40,*
7301,4,12,65,9
7301,11,12,98,12
7301,11,16,111,16
7301,*,*,*,*
7301,22,48,227,17
7301,*,20,44,*
7301,*,14,40,*
7301,*,17,52,*
7301,5,*,45,*
7301,*,12,45,*
7301,*,7,27,*
7301,8,15,40,8
7301,10,10,56,5
7301,*,19,52,*
7301,8,19,40,0
7301,*,22,52,*
7301,6,16,41,0
7301,14,19,56,6
7301,*,12,59,*
7301,*,14,47,*
7301,*,9,31,*
7301,*,11,35,*
7301,10,8,49,5
7301,6,10,59,0
7301,7,14,44,5
7301,*,17,44,*
7301,*,7,45,*
7301,*,13,51,*
7301,7,16,44,5
7301,*,*,12,*
7301,*,11,49,*
7301,*,17,39,*
7301,*,12,51,*
7301,*,21,53,*
7301,9,17,59,0
7301,*,13,36,*
7301,11,21,38,0
7301,*,*,47,0
7301,7,6,33,6
7301,*,10,20,*
7301,*,20,54,*
7301,*,11,36,*
7301,*,19,48,*
7301,26,50,227,32
7301,14,29,108,11
7301,*,*,23,0
7301,*,11,48,*
7301,7,21,52,0
7301,*,11,50,*
7301,*,*,7,*
7301,6,8,68,12
7301,6,*,32,*
7301,11,30,164,21
7301,*,9,47,*
7301,*,0,7,*
7301,10,20,99,9
7301,5,21,144,16
7301,23,24,195,20
7301,*,11,50,*
7301,*,5,25,*
7301,12,9,100,13
7301,*,7,54,*
7301,*,10,67,*
7301,8,19,81,9
7301,7,10,94,13
7301,*,0,13,*
7301,*,*,27,7
7301,*,*,15,0
7301,*,6,35,*
7301,13,7,81,10
7301,25,37,147,11
7301,5,*,34,*
7301,0,13,39,5
7301,*,13,63,*
7301,38,57,238,12
7301,13,28,119,5
7301,9,11,64,10
7301,8,11,61,6
7301,*,13,58,*
7301,*,9,39,*
7301,8,7,54,7
7301,11,19,57,0
7301,*,*,10,*
7301,*,*,27,8
7301,7,*,56,*
7301,*,0,7,*
7301,*,*,21,*
7301,*,*,20,*
7301,*,*,20,*
7301,0,0,*,*
7301,0,*,7,*
7301,0,*,12,*
7301,*,5,*,4
7301,0,0,*,*
7301,10,8,59,12
7301,*,0,18,*
7301,*,*,56,14
7301,*,0,18,*
7301,0,*,*,0
7301,8,16,94,42
7301,*,*,*,*
7301,8,12,91,13
7301,7,5,44,17
7301,4,4,59,16
7301,6,18,108,20
7301,6,17,75,18
7301,12,15,71,17
7301,*,*,10,5
7301,*,*,14,0
7301,0,0,0,0
7301,0,0,*,*
7301,0,0,0,0
7301,22,18,97,8
7301,*,*,*,*
7301,0,0,12,0
7301,0,0,*,*
7301,*,*,24,9
7301,*,18,*,28
7301,*,*,11,*
7301,0,*,7,*
7301,*,*,*,*
7301,*,*,*,*
7301,0,*,12,*
7301,*,*,22,7
7301,27,52,217,27
7301,12,11,71,5
7301,10,27,91,4
7301,5,8,57,8
7301,*,8,33,*
7301,*,*,26,4
7301,0,*,*,16
7301,21,34,187,24
7301,*,10,57,*
7301,*,*,37,6
7301,4,7,38,8
7301,0,*,12,*
7301,*,*,21,*
7301,*,10,39,*
7301,*,*,26,9
7301,*,*,23,12
7301,*,*,17,11
7301,*,*,30,7
7301,0,*,*,5
7301,*,*,12,0
7301,7,14,55,10
7301,*,*,32,6
7301,*,*,11,4
7301,0,0,0,0
7301,6,6,36,9
7301,9,23,131,24
7301,12,27,89,9
7301,15,30,87,5
7301,11,14,67,7
7301,12,11,69,4
7301,18,*,99,*
7301,*,14,40,*
7301,*,16,61,*
7301,8,*,40,*
7301,*,11,25,*
7301,5,9,34,5
7301,*,*,23,0
7301,12,15,44,4
7301,6,6,46,0
7301,9,4,22,0
7301,*,10,44,*
7301,6,*,47,*
7301,97,161,522,25
7301,15,16,40,0
7301,9,7,28,4
7301,13,*,46,*
7301,15,8,43,0
7301,*,10,41,*
7301,8,4,36,0
7301,9,*,48,*
7301,11,*,45,*
7301,13,11,46,6
7301,7,19,49,5
7301,*,19,51,*
7301,*,18,42,*
7301,*,6,20,*
7301,0,*,4,*
7301,8,20,62,6
7301,*,*,11,7
7301,9,11,46,6
7301,4,15,79,15
7301,4,7,39,20
7301,17,28,110,9
7301,*,24,112,*
7301,*,7,22,*
7301,*,*,36,0
7301,*,14,66,*
7301,*,23,72,*
7301,*,18,57,*
7301,*,15,79,*
7301,*,26,83,*
7301,*,17,97,*
7301,9,30,92,5
7301,20,24,117,9
7301,0,0,0,0
7301,*,12,46,*
7301,*,14,44,*
7301,6,12,45,0
7301,*,19,54,*
7301,*,7,28,*
7301,*,28,88,*
7301,21,49,193,13
7301,15,26,123,5
7301,10,24,88,4
7301,8,27,89,7
7301,16,25,82,4
7301,6,13,61,5
7301,*,16,58,*
7301,*,13,50,*
7301,4,9,55,7
7301,*,7,48,*
7301,*,8,38,*
7301,6,9,65,26
7301,8,11,51,18
7301,9,26,83,20
7301,4,6,27,10
7301,5,7,68,19
7301,*,*,19,5
7301,7,9,53,10
7301,4,16,51,14
7301,4,5,50,16
7301,9,17,101,20
7301,5,8,62,13
7301,*,5,40,*
7301,4,6,36,4
7301,10,11,63,7
7301,4,9,48,5
7301,*,9,61,*
7301,9,21,63,12
7301,*,*,28,*
7301,4,8,47,7
7301,6,13,96,18
7301,14,15,128,25
7301,17,18,139,14
7301,11,26,104,17
7301,0,*,6,*
7301,10,19,66,16
7301,4,*,24,*
7301,*,*,20,0
7301,5,10,43,13
7301,*,*,10,*
7301,0,4,19,8
7301,9,18,90,21
7301,0,*,6,*
7301,*,5,34,*
7301,11,7,55,7
7301,11,*,32,*
7301,40,58,312,46
7301,*,0,13,*
7301,11,11,58,8
7301,5,*,18,*
7301,42,87,599,89
7302,*,*,23,*
7302,*,*,73,28
7302,*,*,84,28
7302,6,9,39,9
7302,0,*,10,*
7302,*,*,16,5
7302,*,*,21,6
7302,4,4,31,5
7302,*,*,26,17
7302,*,*,9,4
7302,*,*,38,11
7302,*,*,58,17
7302,*,*,24,4
7302,*,*,38,16
7302,15,27,136,22
7302,*,*,15,4
7302,4,6,35,11
7302,0,*,20,*
7302,5,6,57,5
7302,7,9,42,16
7302,*,*,42,8
7302,*,*,20,12
7302,5,6,49,14
7302,4,10,42,7
7302,*,11,58,*
7302,5,5,39,0
7302,*,6,22,*
7302,*,6,42,*
7302,*,*,10,*
7302,4,*,18,*
7302,0,*,14,*
7302,4,*,25,*
7302,*,*,21,*
7302,*,*,14,*
7302,0,*,14,*
7302,*,*,15,6
7302,6,*,27,*
7302,*,*,28,5
7302,0,*,9,*
7302,*,*,32,*
7302,*,*,42,17
7302,0,0,11,7
7302,*,*,51,18
7302,4,0,37,13
7302,0,*,16,*
7302,*,5,24,*
7302,*,*,36,8
7302,5,9,45,15
7302,*,*,24,6
7302,*,*,16,7
7302,*,4,22,*
7302,*,5,25,*
7302,*,5,28,*
7302,0,*,*,0
7302,*,0,*,0
7302,*,9,29,*
7302,9,15,44,6
7302,5,11,44,7
7302,*,20,56,*
7302,7,18,58,4
7302,*,9,32,*
7302,24,39,185,40
7302,*,*,23,5
7302,4,9,40,4
7302,*,9,34,*
7302,4,17,51,4
7302,10,14,62,4
7302,8,10,43,7
7302,0,*,8,*
7302,*,0,19,*
7302,0,*,8,*
7302,6,4,56,12
7302,*,*,43,16
7302,7,10,83,15
7302,9,16,93,25
7302,0,*,13,*
7302,*,*,8,6
7302,*,*,28,10
7302,4,4,37,8
7302,0,*,12,*
7302,0,*,*,0
7302,0,0,10,9
7302,0,0,5,6
7302,0,0,*,*
7302,*,4,10,*
7302,0,0,6,4
7302,0,0,*,*
7302,*,*,11,*
7302,*,*,15,*
7302,*,0,9,*
7302,*,*,11,4
7302,*,*,10,4
7302,0,*,24,*
7302,*,*,28,18
7302,*,*,25,8
7302,*,*,17,5
7302,*,6,25,*
7302,*,8,20,*
7302,*,8,34,*
7302,*,6,36,*
7302,5,9,72,23
7302,*,*,12,0
7302,*,4,20,*
7302,10,6,78,29
7302,*,*,13,8
7302,*,*,18,5
7302,*,*,25,13
7302,*,*,13,*
7302,13,19,74,11
7302,*,*,8,4
7302,*,*,16,5
7302,*,*,13,5
7302,*,*,13,*
7302,4,10,20,0
7302,11,20,79,20
7302,*,0,13,*
7302,19,35,108,10
7302,0,*,11,*
7302,*,*,38,7
7302,*,*,30,7
7302,0,0,0,0
7302,0,0,0,0
7302,*,*,19,7
7302,*,*,*,*
7302,*,*,*,*
7302,17,30,188,28
7302,0,0,0,0
7302,8,*,67,*
7302,0,*,9,*
7302,*,0,10,*
7302,*,0,5,*
7302,*,10,40,*
7302,0,0,*,*
7302,0,0,*,*
7302,*,5,9,*
7302,4,9,66,15
7302,12,18,85,31
7302,*,14,71,*
7302,*,*,11,*
7302,*,*,22,10
7302,*,*,20,22
7302,*,*,*,*
7302,0,0,*,*
7302,0,0,0,0
7302,*,*,27,15
7302,*,*,9,9
7302,10,26,109,32
7302,0,*,21,*
7302,*,10,123,*
7302,*,*,30,14
7302,*,*,19,5
7302,0,0,0,0
7302,9,9,57,24
7302,*,*,32,7
7302,*,*,55,28
7302,*,*,9,*
7302,19,24,143,44
7302,5,15,85,25
7302,0,0,8,5
7302,*,5,12,*
7302,13,*,121,*
7302,*,*,9,7
7302,57,102,533,159
7302,*,13,*,40
7302,*,0,*,0
7302,20,27,194,58
7302,*,0,*,0
7303,0,*,11,*
7303,7,9,54,9
7303,20,47,154,30
7303,*,*,42,15
7303,10,*,39,*
7303,6,7,46,5
7303,4,15,52,21
7303,*,12,36,*
7303,7,7,47,14
7303,8,12,59,8
7303,*,*,17,6
7303,*,*,17,*
7303,0,*,19,*
7303,6,14,46,7
7303,4,*,28,*
7303,*,*,9,4
7303,0,11,40,4
7303,*,*,37,6
7303,0,6,19,8
7303,9,7,53,12
7303,11,14,90,9
7303,7,17,79,30
7303,0,5,13,9
7303,4,*,12,*
7303,17,17,136,31
7303,*,0,24,*
7303,5,6,38,7
7303,5,*,26,*
7303,5,7,37,11
7303,10,15,108,42
7303,12,14,68,23
7303,15,22,91,9
7303,24,45,201,21
7303,0,*,6,*
7303,8,16,53,4
7303,10,12,67,7
7303,*,*,44,11
